first_name,last_name,date_of_birth,weight
Clotilda,Hollidge,2005-10-06,79.51
Staffard,Clemonts,1992-11-04,64.43
Kristofor,Agdahl,1998-11-11,12.61
Tove,Andrivot,1988-11-01,14.76
Babbie,McArthur,1987-01-10,26.58
Tyrus,Kippie,2007-03-07,86.75
Cos,Mawson,2021-12-09,63.17
Faydra,Whitcomb,2006-09-16,1.74
Brigit,Caddy,1986-03-29,9.06
Maxie,Quiddinton,1994-12-01,64.33
Editha,Barras,1999-09-24,94.94
Franni,Boick,1982-09-16,93.58
Giuseppe,Chalkly,1998-06-03,29.18
Lindi,Hullot,2003-07-03,85.67
Tynan,Sidsaff,2012-02-14,75.68
Amata,Rosenvasser,2022-09-18,58.13
Shamus,Fiddiman,1984-04-21,95.56
Viole,Begley,1997-07-04,48.18
Jacklin,Warner,1999-06-11,42.93
Nelia,Blair,2011-07-25,58.11
Mel,Slinn,1995-05-12,58.9
Mellicent,Davy,1985-11-02,23.61
Alverta,Licciardi,2011-05-18,45.13
Jamey,Dossett,1980-03-17,74.23
Stefania,Courtois,2012-01-14,78.73
Yorker,Beahan,1983-04-27,83.88
Valerye,Tildesley,2005-06-24,90.1
Gabriell,Dufton,2019-08-04,34.08
Abbi,Ference,2013-07-17,56.09
Amandi,Darrington,1998-08-11,32.12
Anthony,Brugman,1993-08-05,96.1
Chiquia,Loade,1982-08-23,42.42
Orelee,Shawdforth,1984-07-01,74.09
Steward,Kinson,2018-02-19,62.15
Ringo,Masterton,1985-11-27,78.22
Kristi,Shuttell,1996-08-15,82.98
Goldy,Mc Menamin,1989-02-16,91.86
Merlina,Shearsby,2002-07-11,13.3
Hasty,Jellico,1994-01-28,63.71
Whitney,Vasser,2016-01-21,77.49
Kristan,Scranny,1992-01-25,5.75
Hayes,Chesshire,2011-08-06,66.61
Crissie,Greener,1990-04-11,42.74
Richie,Smales,1992-03-01,57.83
Cully,Camerana,2016-02-03,67.55
Randall,Field,1985-07-08,7.08
Barbra,Doubleday,2006-02-26,68.77
Damita,Casazza,1995-02-08,20.37
Lynne,Wohler,2012-08-30,91.58
Sukey,Weiss,1985-04-22,41.25
Emily,Reye,2015-04-12,9.71
Frazier,Ebi,2021-05-13,96.2
Arne,Clears,2010-10-12,81.4
Lou,Kliemann,1994-10-05,6.81
Stormy,Dadge,1991-09-10,30.52
Killie,Kiessel,2005-03-25,95.03
Diarmid,Keyzor,1983-08-22,41.35
Allina,De Beauchamp,2003-05-12,23.76
Kamilah,Grogona,2016-12-05,50.91
Dulciana,MacRierie,2005-04-02,67.29
Bonnibelle,Sibly,1993-02-14,12.14
Tony,Risson,1990-02-10,25.3
Willette,Hartington,2006-01-27,55.56
Halley,Lukes,1994-07-09,83.64
Maddy,Bichard,2016-03-03,72.94
Antonin,Heading,1985-11-09,14.99
Adrian,Barstock,2021-01-02,12.67
Heloise,Abrahams,2005-05-11,40.89
Briggs,Allwell,2018-08-30,27.59
Miranda,Orme,1986-12-14,42.28
Agathe,Phettiplace,2004-03-31,64.72
Rolando,Leabeater,1983-09-23,56.14
Vaughan,Hugonet,2019-07-19,95.64
Nels,Rumble,1994-01-19,70.46
Goldy,Swede,1981-07-26,38.11
Jeno,Dell'Abbate,2005-01-15,63.67
Stanford,Dunn,2020-07-22,7.61
Feodora,Tale,1991-02-14,9.33
Charlotta,Tape,1985-08-16,4.72
Roobbie,Arnson,1997-08-05,27.67
Tania,Whitear,1992-07-29,20.95
De,Jacobbe,1996-02-15,98.81
Kimberli,Curtayne,1987-09-14,10.0
Neville,Brighouse,2012-09-08,62.4
Courtnay,Hanford,1999-06-08,93.44
Bee,Macias,2012-10-24,67.13
Taylor,Witchalls,2021-11-02,24.27
Tabbitha,Wither,2007-01-05,60.39
Roseanna,Legging,1990-09-08,69.52
Lew,Wolton,2020-01-18,21.33
Kynthia,Daber,2019-04-19,16.81
Mira,Rainton,2016-10-29,24.2
Coral,Ilchuk,1987-08-09,71.26
Mozes,Gabbitus,2005-07-10,79.27
Corty,Fieller,1995-04-30,15.98
Chick,Casa,1993-07-12,98.63
Rafaelita,Niemiec,2022-08-05,36.74
Heath,Trousdale,2013-07-27,28.86
Perry,Struis,1989-09-10,59.8
Jarrid,Shrieve,2005-08-15,46.28
Noak,Schimann,2022-07-18,60.98
Lucy,Overland,2008-04-20,40.6
Doloritas,Abramowsky,1997-08-23,33.88
Gabriela,Bonniface,1997-04-04,28.63
Muriel,Braine,2003-08-31,34.29
Arlyn,Galloway,2020-09-19,99.14
Torrie,Kehir,2016-04-19,51.58
Nevile,Concannon,2016-12-13,73.52
Oren,Adcock,1994-05-07,46.53
Jeth,Witt,1989-06-30,15.53
Meyer,Human,2019-01-21,93.56
Alvie,Agett,1992-10-09,39.69
Clement,Mabey,2002-01-20,11.67
Virge,Dmitrienko,1994-07-11,55.95
Kelley,Brommage,1992-09-26,91.58
Gerrard,Roggeman,1988-12-21,22.49
Patience,Ling,1988-09-28,4.5
Greer,Renault,1986-10-22,63.97
Shepard,Honeyghan,1984-08-22,12.59
Benedetta,Binney,2001-09-23,10.72
Bradford,Densun,1993-09-30,28.03
Bendick,Trumble,2018-02-18,45.51
Pip,Snowball,1998-07-19,81.49
Antonia,Klementz,1983-09-28,51.37
Nero,Piche,1998-02-08,69.05
Hedvige,Riddington,1982-02-20,61.54
Zea,Figura,2008-02-05,47.95
Meier,Archard,1996-06-29,44.23
Bren,Beardshall,2006-10-13,69.94
Sheela,Townes,2022-01-06,74.2
Cesya,Nestoruk,1991-05-17,46.47
Billi,Perl,1989-09-22,58.89
Giffy,Hanne,2009-09-04,19.61
Mirna,Marin,2016-10-21,78.44
Ulises,Kingzett,2005-12-28,14.71
Cloris,Rumble,2007-10-22,2.47
Feliza,Dallewater,1983-04-03,58.46
Analiese,Jedrysik,1980-12-16,42.2
Emelen,Ricioppo,2018-01-23,38.37
Judie,Gorman,2022-10-13,30.9
Odelia,Hudghton,2007-05-30,46.03
Thoma,Goldsmith,1986-01-20,26.3
Gustie,Lymer,2012-05-11,94.63
Minor,Eilhermann,2017-07-26,73.43
Cass,Scobbie,1997-06-11,23.3
Dom,MacGray,2015-04-24,36.42
Calhoun,Urquhart,1994-02-04,23.93
Rivy,Gusticke,2006-03-23,88.44
Wells,Skellern,1980-08-29,9.21
Petronia,Ferraresi,2019-05-02,48.13
Allsun,Hirtzmann,2001-01-10,74.29
Abbey,Burtenshaw,2012-09-01,92.7
Kylie,Dmitrovic,2010-05-31,17.99
Melessa,Pettegre,1990-09-16,35.1
Westley,Row,2004-08-03,57.52
Nelli,Glasbey,1983-06-09,58.83
Arabele,Braam,2003-01-22,8.44
Phillis,Epilet,1996-03-03,85.79
Rooney,Gilgryst,1992-12-01,36.32
Ignazio,Lamy,2017-01-10,73.88
Tedd,Pulford,2021-06-14,77.92
Weber,Auden,2017-08-02,39.93
Marwin,Evason,2010-09-23,6.76
Gabie,Laidlaw,1991-06-02,57.73
Valentin,Parbrook,2000-02-27,84.73
Peirce,Curado,1983-07-23,47.17
Dilly,Winman,2002-01-25,6.26
Padgett,De Santos,1992-12-07,73.09
Noelyn,Churchley,2004-07-28,80.48
Boonie,Ghent,1989-06-14,28.07
Farlee,Pasquale,1988-04-04,25.71
Terrijo,Hellsdon,2000-04-28,42.9
Aurora,Franceschi,2013-01-17,20.72
Maynord,Woolfall,2022-04-07,68.44
Dev,Esh,1990-09-02,11.37
Frederik,Penelli,1994-08-31,26.77
Sawyer,Faber,1997-08-13,51.33
Nickolas,Atmore,2017-10-28,46.98
Silvain,Joburn,1996-11-08,82.14
Jolie,Gillimgham,2007-09-13,48.09
Arielle,Erik,1994-03-17,18.06
Niccolo,Hamman,2011-06-10,45.27
Raff,Wilmut,1994-05-26,59.62
Mikey,Varnes,2002-07-12,35.27
Antonetta,Skatcher,1997-12-16,40.08
Mela,Haquin,1992-03-17,62.07
Ephraim,Dosdill,1983-07-30,22.07
Kellsie,Kleeborn,1986-12-16,52.03
Gill,Shillito,1997-01-02,94.32
Bernelle,Howsden,2012-08-10,24.23
Dominga,Mayzes,1990-04-17,69.42
Shaine,Bartalini,2020-02-12,59.43
Victoir,Gianulli,2001-08-24,3.59
Nicolis,Kittle,1985-09-20,80.03
Filia,De Gowe,2013-12-27,25.01
Francisco,Livard,1986-01-02,17.43
Jeralee,Scottini,2018-02-11,19.92
Jacqueline,MacGeffen,2004-06-25,11.81
Prent,Rubenfeld,1997-12-30,66.5
Celle,Griffiths,2003-04-08,57.66
Inge,Hanmer,2017-08-30,4.64
Humfrey,Georgelin,1995-11-02,34.49
Ranice,Cullingworth,2022-07-20,55.06
Arlena,Burdin,1997-06-10,25.22
Jerrold,Navarre,2012-08-31,40.36
Ysabel,Sleet,1981-09-03,88.21
Teddie,Lyne,2020-09-29,3.08
Merrie,Tewnion,1986-05-02,1.99
Libbi,McGoldrick,1987-04-06,63.9
Shurlock,Smeeth,2009-09-18,84.58
Amalee,MacCarrane,1984-09-01,17.26
Henrie,Steadman,2013-01-10,99.83
Rochelle,Kither,1984-08-30,69.0
Aloise,Vella,1986-05-03,40.94
Robinet,Rushforth,1993-03-23,13.15
Carolan,Lynagh,1988-09-03,84.49
Sibeal,Asher,1995-09-02,43.34
Cathryn,Bradley,1980-09-06,83.59
Johnette,Eveling,2000-09-24,76.86
Janeta,Willshear,1985-09-15,52.65
Rickie,Brennans,1994-01-29,95.01
Andie,Kubicek,1999-03-07,96.18
Isador,Clemente,1993-08-03,16.84
Curcio,Suermeier,2014-05-24,39.72
Lita,Chiverstone,2022-07-26,75.48
Dian,Mattiazzo,2008-05-31,51.5
Alic,Purbrick,2007-11-03,80.76
Andrea,Warrilow,1981-07-28,46.17
Viola,Radki,2013-02-09,15.34
Pembroke,Emes,2010-11-27,68.42
Cull,Frayne,1980-06-28,27.44
Colby,Dobkin,2008-02-29,34.64
Lacy,Rosewell,2022-09-09,28.65
Robinette,O'Lenechan,1989-10-04,33.88
Doyle,Donoher,1984-10-05,22.72
Dame,Van der Beek,2007-09-11,38.63
Dionisio,Whall,2023-01-13,61.66
Krystyna,Yorke,2019-12-24,53.12
Carol-jean,Glowacha,1990-06-24,38.71
Jordon,Jossel,2003-07-07,12.3
Colene,Batchellor,2015-10-08,79.03
Emerson,Droghan,1989-08-03,79.99
Alix,Sandwith,2012-09-25,58.64
Denny,Rustedge,2012-12-06,41.4
Clari,Jepson,2008-06-27,85.28
Kendricks,Gane,1981-08-25,32.12
Bernice,Fairn,2014-05-29,70.04
Barrie,Stodit,1987-03-06,44.75
Selia,McDermot,2006-04-18,46.08
Guglielma,Gandey,2010-10-31,51.14
June,Leebetter,2020-02-21,96.93
Nat,Webb-Bowen,2012-02-04,37.38
Cob,O'Driscole,2011-10-28,24.36
Felisha,Agerskow,1988-09-24,77.4
Verine,Dutnall,1988-02-28,9.9
Cort,Leeburn,1998-04-07,4.94
Renault,Bolding,1995-05-11,40.23
Emmalynne,Stiggles,1980-08-28,42.94
Gray,Flute,1999-07-13,9.33
Lacy,Pawlaczyk,1981-05-26,54.57
Laural,Oxley,2020-04-26,10.98
Crichton,Swancott,1991-07-02,72.71
Petronille,Stanlock,1996-07-01,65.84
Eli,Cicchetto,1993-02-03,59.42
Hephzibah,Jamblin,1985-09-24,56.44
Neila,Tremmil,1985-12-30,48.43
Parke,D'Costa,2017-06-19,89.56
Katrina,Jakuszewski,2016-02-27,42.61
Jilli,Treen,2002-09-15,78.4
Carmine,Williamson,2006-08-21,92.06
Emilie,Arkley,2013-05-18,34.02
Delmore,Thornber,2021-01-23,2.5
Tiffie,Ogglebie,1981-08-14,13.13
Molly,Alleyn,2009-08-30,90.2
Britni,Oyley,1986-08-14,3.44
Petronella,Puve,1983-10-27,99.62
Huberto,Avraam,2022-12-08,82.85
Lilyan,Hatter,1986-05-20,96.6
Augustin,Blackledge,1995-04-03,44.95
Lawry,Sheron,1999-07-31,72.44
Si,Sleeford,1985-07-26,71.84
Afton,Winsiowiecki,1998-10-14,47.8
Silvain,Watsam,1983-07-02,38.56
Seth,Iorizzo,1998-03-28,25.05
Bren,Helliar,1988-10-10,84.97
Gerrie,Vigar,1998-02-18,80.8
Janaya,Thaim,1986-05-27,94.94
Cassey,Slewcock,2004-12-27,31.42
Kinna,Gilbey,2018-04-19,88.84
Erastus,Belford,1999-05-27,33.47
Mureil,Spyer,2000-01-13,46.63
Thain,Laybourn,1998-07-06,48.27
Dario,Blose,2006-08-19,63.81
Nichole,Edson,1994-07-31,19.86
Janine,Tench,1987-09-19,47.79
Kissiah,Kemer,1997-03-30,3.77
Kandy,Mowatt,1993-11-03,72.09
Libbi,Rewcassell,1995-02-14,18.38
Gilly,Compfort,2006-02-05,29.93
Claudianus,Trengove,2015-04-06,95.09
Vincenty,Widocks,1993-10-23,87.17
Con,Glencrosche,1999-05-11,73.07
Dorice,Howler,2021-10-01,29.39
Jedidiah,Dayes,1992-10-26,38.41
Edie,Motte,1999-06-08,87.61
Hadrian,Gravener,2002-06-20,88.34
Ewart,Absolon,2018-06-18,75.63
Luce,Stammers,1984-07-29,6.21
Armando,Mortimer,2009-08-20,43.59
Cedric,Halfhead,1993-11-16,97.37
Pierce,Earney,2000-01-22,44.44
Marti,Graeber,2009-04-06,55.83
Tabby,Van der Baaren,2004-11-19,26.18
Lexy,Kupis,2001-10-24,91.96
Guss,Jurries,2000-05-26,15.58
Pietra,Bendall,1998-08-16,71.05
Lutero,Everington,2006-08-16,8.04
Bethina,Whitnall,2015-06-06,9.62
Malorie,Brattan,1980-03-12,31.68
Grazia,Girardeau,2004-01-11,91.2
Quincey,Labes,1992-06-10,10.02
Celka,Blevin,2016-11-01,24.94
Thia,Carous,1989-09-08,55.24
Gusella,Sturror,2016-07-30,60.4
Nerta,Eldridge,1993-09-19,48.69
Melanie,Gatfield,1991-06-16,25.58
Lorna,Molloy,2004-01-21,59.66
Tally,Hatherleigh,2017-05-18,52.91
Leanna,Villaron,2018-03-15,40.32
Lorettalorna,Scalia,2007-12-27,56.73
Even,Klemps,2008-05-31,25.76
Melicent,McWilliams,2021-03-10,61.64
Morgan,Javes,1982-08-29,56.2
Bryant,Ellum,2018-03-21,92.27
Mattheus,Rubinshtein,2004-05-02,24.84
Anderson,Ackenhead,2016-09-29,74.84
Anastasia,Meffin,1993-10-21,16.7
Lynnelle,Lindeboom,2011-09-24,15.05
Keri,Kerfut,1999-08-13,68.29
Mallissa,Simons,2021-06-11,26.33
Carmen,Beccera,1993-09-02,86.05
Malena,Jane,1980-12-01,33.44
